"filename", "language", "JSON", "JSON with Comments", "Markdown", "TypeScript", "JavaScript", "XML", "CSS", "HTML", "SCSS", "comment", "blank", "total"
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\duplicatelogin.component.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 9, 48
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\forgotpassword.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 4, 56
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\forgotpassword.component.ts", "TypeScript", 0, 0, 0, 110, 0, 0, 0, 0, 0, 2, 16, 128
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\login-routing.module.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 2, 32
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\login.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 8, 115
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\login.component.ts", "TypeScript", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 11, 82
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\login.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\register.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 7, 141
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\auth\login\register.component.ts", "TypeScript", 0, 0, 0, 161, 0, 0, 0, 0, 0, 4, 21, 186
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\account-routing.module.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 2, 31
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\account.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\reset-password\reset-password-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\reset-password\reset-password.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 6, 136
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\reset-password\reset-password.component.ts", "TypeScript", 0, 0, 0, 131, 0, 0, 0, 0, 0, 7, 22, 160
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\reset-password\reset-password.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 35
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\supplier-contact\supplier-contact-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\supplier-contact\supplier-contact.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 5, 89
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\supplier-contact\supplier-contact.component.ts", "TypeScript", 0, 0, 0, 132, 0, 0, 0, 0, 0, 30, 26, 188
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\supplier-contact\supplier-contact.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 4, 36
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-master\detail\user-master-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 435, 0, 45, 6, 486
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-master\detail\user-master-detail.component.ts", "TypeScript", 0, 0, 0, 294, 0, 0, 0, 0, 0, 0, 29, 323
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-master\list\user-master-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 2, 130
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-master\list\user-master-list.component.ts", "TypeScript", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 15, 113
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-master\user-master-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-master\user-master.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 4, 38
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-profile\user-profile-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-profile\user-profile.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 1, 30
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-profile\user-profile.component.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 2, 14, 61
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\account\user-profile\user-profile.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 35
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\booking-header-routing.module.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\booking-header.module.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 3, 44
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\booking-header-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 448, 0, 12, 9, 469
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\booking-header-detail.component.ts", "TypeScript", 0, 0, 0, 864, 0, 0, 0, 0, 0, 104, 169, 1137
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\dialog\slot-time-booking.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 29
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\dialog\slot-time-booking.component.ts", "TypeScript", 0, 0, 0, 164, 0, 0, 0, 0, 0, 2, 32, 198
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\dialog\slot-time-dtl.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 1, 105
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\dialog\slot-time-dtl.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 153, 5, 33, 191
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\dialog\slot-time-dtl.component.ts", "TypeScript", 0, 0, 0, 443, 0, 0, 0, 0, 0, 10, 104, 557
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\dialog\slot-time.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 1, 106
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\dialog\slot-time.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 153, 5, 33, 191
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\dialog\slot-time.component.ts", "TypeScript", 0, 0, 0, 499, 0, 0, 0, 0, 0, 20, 113, 632
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\po-dialog\po-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 3, 48
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\detail\po-dialog\po-dialog.component.ts", "TypeScript", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 17, 99
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\list\booking-header-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 5, 0, 21
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-header\list\booking-header-list.component.ts", "TypeScript", 0, 0, 0, 217, 0, 0, 0, 0, 0, 8, 24, 249
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking-routing.module.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 2, 26
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\booking.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking-excel\create-booking-excel-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking-excel\create-booking-excel.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 5, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking-excel\create-booking-excel\create-booking-excel.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 310, 0, 13, 11, 334
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking-excel\create-booking-excel\create-booking-excel.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 5
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking-excel\create-booking-excel\create-booking-excel.component.ts", "TypeScript", 0, 0, 0, 475, 0, 0, 0, 0, 0, 24, 108, 607
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking.module.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 3, 5, 49
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\create-booking.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 430, 0, 12, 7, 449
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\create-booking.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 5
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\create-booking.component.ts", "TypeScript", 0, 0, 0, 806, 0, 0, 0, 0, 0, 24, 140, 970
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\dialog\slot-time-booking.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 29
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\dialog\slot-time-booking.component.ts", "TypeScript", 0, 0, 0, 164, 0, 0, 0, 0, 0, 2, 32, 198
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\dialog\slot-time.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 1, 106
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\dialog\slot-time.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 153, 5, 33, 191
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\dialog\slot-time.component.ts", "TypeScript", 0, 0, 0, 499, 0, 0, 0, 0, 0, 20, 113, 632
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\po-dialog\po-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 3, 48
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\booking\create-booking\create-booking\po-dialog\po-dialog.component.ts", "TypeScript", 0, 0, 0, 84, 0, 0, 0, 0, 0, 1, 17, 102
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\check-in-out-routing.module.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 2, 31
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\check-in-out.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\document-check-in\document-check-in-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\document-check-in\document-check-in.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 10, 192
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\document-check-in\document-check-in.component.ts", "TypeScript", 0, 0, 0, 224, 0, 0, 0, 0, 0, 31, 42, 297
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\document-check-in\document-check-in.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 35
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-in\dialog\dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 4, 66
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-in\dialog\dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-in\dialog\dialog.component.ts", "TypeScript", 0, 0, 0, 133, 0, 0, 0, 0, 0, 2, 28, 163
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-in\guard-check-in-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-in\guard-check-in.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 2, 65
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-in\guard-check-in.component.ts", "TypeScript", 0, 0, 0, 109, 0, 0, 0, 0, 0, 4, 24, 137
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-in\guard-check-in.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-out\dialog\dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 54, 0, 8, 5, 67
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-out\dialog\dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-out\dialog\dialog.component.ts", "TypeScript", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 21, 123
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-out\guard-check-out-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-out\guard-check-out.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 2, 65
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-out\guard-check-out.component.ts", "TypeScript", 0, 0, 0, 109, 0, 0, 0, 0, 0, 4, 24, 137
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-check-out\guard-check-out.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-create-booking\guard-create-booking-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-create-booking\guard-create-booking.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 394, 0, 0, 13, 407
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-create-booking\guard-create-booking.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 5
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-create-booking\guard-create-booking.component.ts", "TypeScript", 0, 0, 0, 305, 0, 0, 0, 0, 0, 10, 54, 369
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\check-in-out\guard-create-booking\guard-create-booking.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 3, 4, 39
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\dashboard-routing.module.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 3, 32
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\dashboard.module.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 19
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\dockdoor-control\dockdoor-control-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 3, 15
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\dockdoor-control\dockdoor-control.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 151, 0, 3, 3, 157
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\dockdoor-control\dockdoor-control.component.ts", "TypeScript", 0, 0, 0, 243, 0, 0, 0, 0, 0, 10, 41, 294
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\dockdoor-control\dockdoor-control.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 3, 4, 39
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\schedule-door\schedule-door-routing.module.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\schedule-door\schedule-door.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 4, 72
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\schedule-door\schedule-door.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 153, 3, 33, 189
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\schedule-door\schedule-door.component.ts", "TypeScript", 0, 0, 0, 300, 0, 0, 0, 0, 0, 14, 76, 390
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\schedule-door\schedule-door.module.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\slottime-booking\slottime-booking-routing.module.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\slottime-booking\slottime-booking.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 259, 0, 3, 10, 272
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\slottime-booking\slottime-booking.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 153, 3, 33, 189
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\slottime-booking\slottime-booking.component.ts", "TypeScript", 0, 0, 0, 279, 0, 0, 0, 0, 0, 7, 107, 393
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\slottime-booking\slottime-booking.module.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\summary-booking\summary-booking-routing.module.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\summary-booking\summary-booking.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 222, 0, 1, 5, 228
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\summary-booking\summary-booking.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 153, 3, 33, 189
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\summary-booking\summary-booking.component.ts", "TypeScript", 0, 0, 0, 105, 0, 0, 0, 0, 0, 3, 28, 136
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\dashboard\summary-booking\summary-booking.module.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\driver\driver-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\driver\driver.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\driver\gate-pass\gate-pass-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\driver\gate-pass\gate-pass.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\driver\gate-pass\gate-pass.component.ts", "TypeScript", 0, 0, 0, 63, 0, 0, 0, 0, 0, 4, 19, 86
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\driver\gate-pass\gate-pass.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 5, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\door\detail\door-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 258, 0, 9, 8, 275
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\door\detail\door-detail.component.ts", "TypeScript", 0, 0, 0, 323, 0, 0, 0, 0, 0, 32, 45, 400
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\door\door-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\door\door.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\door\list\door-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 1, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\door\list\door-list.component.ts", "TypeScript", 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 11, 131
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\estimate-time\detail\estimate-time-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 312, 0, 0, 3, 315
